customer_id,customer_code,customer_name,customer_type,business_reg_no,tax_id,contact_person,phone,email,line_id,website,billing_address,shipping_address,province,district,subdistrict,postal_code,latitude,longitude,delivery_instructions,preferred_delivery_time,channel_source,customer_segment,hub,status,created_by,remarks
B2308019,B2308019,Pet More สาขา 2 บ้านเกาะ,PET SHOP,,,ปราวีณา บางยิ้ม,,,,,1177/7 ถ.สุรนารายณ์ ต.ในเมือง อ.เมือง จ.นครราชสีมา 30000,1177/7 ถ.สุรนารายณ์ ต.ในเมือง อ.เมือง จ.นครราชสีมา 30000,นครราชสีมา,,,,14.9957932,102.1287666,,09.00-15.00,,,HUB โคราช,active,admin,ส่วนลดค้าส่ง 2%
B2404003,B2404003,Pet More สาขา 3 หนองไผ่ล้อม,PET SHOP,,,ปราวีณา บางยิ้ม,,,,,"3,5,7 ถ.เดชอุดม ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา","3,5,7 ถ.เดชอุดม ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา",นครราชสีมา,,,,14.9699647,102.0854438,,09.00-15.00,,,HUB โคราช,active,admin,ส่วนลดค้าส่ง 2%
B2508005,B2508005,Pet More สาขา 4 ปากช่อง,PET SHOP,,,ปราวีณา บางยิ้ม,,,,,506/2 ถ.มิตรภาพ ต.ปากช่อง อ.ปากช่อง จ.นครราชสีมา 30130,506/2 ถ.มิตรภาพ ต.ปากช่อง อ.ปากช่อง จ.นครราชสีมา 30130,นครราชสีมา,,,,,,,,,,,active,admin,ส่วนลดค้าส่ง 2%
B2205377,B2205377,Pet Pal Hua Hin,PET SHOP,,,บุณยานุช นรมาตย์,,,,,52 ม.1 หมู่บ้านหนองขอน ต.หินเหล็กไฟ อ.หัวหิน จ.ประจวบคีรีขันธ์ 77110,52 ม.1 หมู่บ้านหนองขอน ต.หินเหล็กไฟ อ.หัวหิน จ.ประจวบคีรีขันธ์ 77110,ประจวบคีรีขันธ์,,,,12.5906154,99.8766825,,09.00-16.00,,,HUB ปราณบุรี,active,admin,
B2409003,B2409003,Pet Parent สาขา ทุ่งเสา,PET SHOP,,,ชาตรี ไข่แก้ว,,,,,78 ถ.ทุ่งเสา 2 ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 90110,78 ถ.ทุ่งเสา 2 ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 90110,สงขลา,,,,6.9956602,100.4797594,,10.00-17.00,,,HUB หาดใหญ่,active,admin,
B2312011,B2312011,Pet Parent สาขา บ้านพรุ คลองหวะ,PET SHOP,,,ชาตรี ไข่แก้ว,,,,,"33 ถ.กาญจนวนิช ต.บ้านพรุ อ,หาดใหญ่ จ.สงขลา 90250","33 ถ.กาญจนวนิช ต.บ้านพรุ อ,หาดใหญ่ จ.สงขลา 90250",สงขลา,,,,6.9704529,100.4779558,,10.00-17.00,,,HUB หาดใหญ่,active,admin,
B2211044,B2211044,Pet Parent สาขา สะเดา,PET SHOP,,,ชาตรี ไข่แก้ว,,,,,15/2 ถ.ภูธรอุทิศ ต.สะเดา อ.สะเดา จ.สงขลา,15/2 ถ.ภูธรอุทิศ ต.สะเดา อ.สะเดา จ.สงขลา,สงขลา,,,,6.6378039,100.4221043,,10.00-17.00,,,HUB หาดใหญ่,active,admin,
B2212012,B2212012,Pet Paws Pals,PET SHOP,,,ณัฐชยา ศิริเธียรไชย,,,,,58/88 ม.1 ซ.หลังวัดหนามแดง ถ.หลังวัดหนามแดง ต.บางแก้ว อ.บางพลี จ.สมุทรปราการ 10540,58/88 ม.1 ซ.หลังวัดหนามแดง ถ.หลังวัดหนามแดง ต.บางแก้ว อ.บางพลี จ.สมุทรปราการ 10540,สมุทรปราการ,,,,13.6134058,100.6865611,,10.00-15.00,,,,active,admin,
B2205157,B2205157,Pet Safari สาขา ICONSIAM,PET SHOP,,,ณัฐชยา ศิริเธียรไชย,,,,,299 ชั้น B1 ห้อง B106 ถ.เจริญนคร แขวงคลองต้นไทร เขตคลองสาน จ.กรุงเทพฯ 10600,299 ชั้น B1 ห้อง B106 ถ.เจริญนคร แขวงคลองต้นไทร เขตคลองสาน จ.กรุงเทพฯ 10600,กรุงเทพฯ,,,,13.7233495,100.5089953,,11.00-17.00,,,,active,admin,คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค)
B2205156,B2205156,Pet Safari สาขา พาราไดซ์ พาร์ค,PET SHOP,,,ณัฐชยา ศิริเธียรไชย,,,,,61 (ชั้น G) ถ.ศรีนครินทร์ แขวงหนองบอน เขตประเวศ จ.กรุงเทพฯ 10250,61 (ชั้น G) ถ.ศรีนครินทร์ แขวงหนองบอน เขตประเวศ จ.กรุงเทพฯ 10250,กรุงเทพฯ,,,,13.687715,100.647204,,11.00-17.00,,,,active,admin,คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค)
B2205158,B2205158,Pet Safari สาขา เซ็นทรัลอีสวิลล์,PET SHOP,,,ณัฐชยา ศิริเธียรไชย,,,,,"69-69/2 เซ็นทรัล เฟสติวัล อีสต์วิลล์ (ห้อง PP-101/102, 107) ถ.ประดิษฐ์มนูธรรม แขวงลาดพร้าว เขตลาดพร้าว จ.กรุงเทพฯ 10230","69-69/2 เซ็นทรัล เฟสติวัล อีสต์วิลล์ (ห้อง PP-101/102, 107) ถ.ประดิษฐ์มนูธรรม แขวงลาดพร้าว เขตลาดพร้าว จ.กรุงเทพฯ 10230",กรุงเทพฯ,,,,13.8046642,100.6148446,,11.00-17.00,,,,active,admin,คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค)
B2205198,B2205198,Pet Season,PET SHOP,,,เมธาวี แย้มเมืองไชย,,,,,"ตลาด 18 คอร์ด ราชพฤกษ์, ถ.ราชพฤกษ์ ต.บางพลับ อ.ปากเกร็ด จ.นนทบุรี 11120","ตลาด 18 คอร์ด ราชพฤกษ์, ถ.ราชพฤกษ์ ต.บางพลับ อ.ปากเกร็ด จ.นนทบุรี 11120",นนทบุรี,,,,13.9184502,100.4536437,,,,,DC บางพลี,active,admin,
B2205444,B2205444,Pet Smile,PET SHOP,,,จุฑาภรณ์ กรรธิภากร,,,,,456/1 ม.3 ต.หัวรอ อ.เมือง จ.พิษณุโลก 65000,456/1 ม.3 ต.หัวรอ อ.เมือง จ.พิษณุโลก 65000,พิษณุโลก,,,,16.835315,100.2694948,,09.00-18.00,,,"HUB พิษณุโลก	",active,admin,
B2205038,B2205038,Pet Space,PET SHOP,,,ศรัณยา ธรรมเที่ยง,,,,,548/44-45 ถ.บางแค แขวงบางแค เขตบางแค จ.กรุงเทพฯ,548/44-45 ถ.บางแค แขวงบางแค เขตบางแค จ.กรุงเทพฯ,กรุงเทพฯ,,,,13.7013204,100.4208065,,11.00-17.00,,,,active,admin,
B2407038,B2407038,Pet Station สาขา ดรีมแลนด์มาร์เก็ต,PET SHOP,,,บุณยานุช นรมาตย์,,,,,100/51 ม.14 ต.วัดไทรย์ อ.เมืองนครสวรรค์ จ.นครสวรรค์ 600000,100/51 ม.14 ต.วัดไทรย์ อ.เมืองนครสวรรค์ จ.นครสวรรค์ 600000,นครสวรรค์,,,,15.7117783,100.0885246,,10.00-17.00,,,HUB นครสวรรค์,active,admin,
B2210079,B2210079,Pet Station สาขา นครสวรรค์,PET SHOP,,,บุณยานุช นรมาตย์,,,,,ช.65/2 ถ.สวรรค์วิถี ต.ปากน้ำโพ อ.เมือง จ.นครสวรรค์ 600,ช.65/2 ถ.สวรรค์วิถี ต.ปากน้ำโพ อ.เมือง จ.นครสวรรค์ 600,นครสวรรค์,,,,15.6979851,100.1164665,,09.30-17.00,,,HUB นครสวรรค์,active,admin,
B2210078,B2210078,Pet Station สาขา รังสิต,PET SHOP,,,บุณยานุช นรมาตย์,,,,,55/5 ม. 2 ชั้น 1 อาคารธาราอเวนิว รังสิต คลอง 3 ต.บึงยี่โถ อ.ธัญบุรี จ.ปทุมธานี 12130,55/5 ม. 2 ชั้น 1 อาคารธาราอเวนิว รังสิต คลอง 3 ต.บึงยี่โถ อ.ธัญบุรี จ.ปทุมธานี 12130,ปทุมธานี,,,,13.9959533,100.6655458,,09.30-17.00,,,DC บางพลี,active,admin,
B2205319,B2205319,Pet Station สาขา ลพบุรี,PET SHOP,,,บุณยานุช นรมาตย์,,,,,214 ม. 6 ต.ทะเลชุบศร อ.เมือง จ.ลพบุรี,214 ม. 6 ต.ทะเลชุบศร อ.เมือง จ.ลพบุรี,ลพบุรี,,,,14.8252499,100.6456339,,10.00-17.00,,,HUB อยุธยา,active,admin,
B2306008,B2306008,Pet Station สาขา สนามบินน้ำ,PET SHOP,,,บุณยานุช นรมาตย์,,,,,339/2 ถ.นนทบุรี ต.ท่าทราย อ.เมืองนนทบุรี จ.นนทบุรี 11000,339/2 ถ.นนทบุรี ต.ท่าทราย อ.เมืองนนทบุรี จ.นนทบุรี 11000,นนทบุรี,,,,13.8803244,100.503694,,10.00-17.00,,,DC บางพลี,active,admin,
B2303010,B2303010,Pet Station สาขา สระบุรี,PET SHOP,,,บุณยานุช นรมาตย์,,,,,690/93 ถ.พิชัยรณรงค์สงคราม ต.ปากเพรียว อ.เมืองสระบุรี จ.สระบุรี,690/93 ถ.พิชัยรณรงค์สงคราม ต.ปากเพรียว อ.เมืองสระบุรี จ.สระบุรี,สระบุรี,,,,14.5439712,100.9065609,,10.00-17.00,,,HUB อยุธยา,active,admin,
B2406001,B2406001,Pet Story,PET SHOP,,,ณัฐชยา ศิริเธียรไชย,,,,,เลขที่ 275 ถ.เจริญกรุง แขวงยานนาวา เขตสาทร กรุงเทพฯ 10120,เลขที่ 275 ถ.เจริญกรุง แขวงยานนาวา เขตสาทร กรุงเทพฯ 10120,กรุงเทพฯ,,,,13.7110956,100.5119342,,10.00-18.00,,,,active,admin,
B2303031,B2303031,Pet Town,PET SHOP,,,ณิชากร อ่อนเทศ,,,,,118/2 ม.1 แขวงทุ่งสองห้อง เขตหลักสี่ จ.กรุงเทพฯ,118/2 ม.1 แขวงทุ่งสองห้อง เขตหลักสี่ จ.กรุงเทพฯ,กรุงเทพฯ,,,,13.8610909,100.5571133,,10.00-17.00,,,,active,admin,
B2212005,B2212005,Pet Us สาขา ICS,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,168 ถ.เจริญนคร แขวงคลองต้นไทร เขตคลองสาน จ.กรุงเทพฯ 10600,168 ถ.เจริญนคร แขวงคลองต้นไทร เขตคลองสาน จ.กรุงเทพฯ 10600,กรุงเทพฯ,,,,13.7263757,100.5085448,,,,,,active,admin,"คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค),เปิดไม่ลงแพ็คได้"
B2309028,B2309028,Pet Us สาขา ถลาง,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,303 ม.1 ต.เทพกระษัตรี อ.ถลาง จ.ภูเก็ต 83110,303 ม.1 ต.เทพกระษัตรี อ.ถลาง จ.ภูเก็ต 83110,ภูเก็ต,,,,8.0855065,98.3426597,,,,,HUB พุนพิน,active,admin,"คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค),เปิดไม่ลงแพ็คได้"
B2205279,B2205279,Pet Us สาขา บางนา,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,14/9 ม.13 โลตัสบางนา ถ.บางนา-ตราด กม.7 ต.บางแก้ว อ.บางพลี จ.สมุทรปราการ 10540,14/9 ม.13 โลตัสบางนา ถ.บางนา-ตราด กม.7 ต.บางแก้ว อ.บางพลี จ.สมุทรปราการ 10540,สมุทรปราการ,,,,13.6420208,100.6658229,,,,,,active,admin,"คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค),เปิดไม่ลงแพ็คได้"
B2210011,B2210011,Pet Us สาขา บางใหญ่,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,90 ม.5 ต.บางคูเวียง อ.บางกรวย จ.นนทบุรี,90 ม.5 ต.บางคูเวียง อ.บางกรวย จ.นนทบุรี,นนทบุรี,,,,13.828753,100.3986079,,,,,DC บางพลี,active,admin,"คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค),เปิดไม่ลงแพ็คได้"
B2205133,B2205133,Pet Us สาขา พัฒนาการ,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,2279 ถ.พัฒนาการ แขวงพัฒนาการ เขตสวนหลวง จ.กรุงเทพฯ 10250,2279 ถ.พัฒนาการ แขวงพัฒนาการ เขตสวนหลวง จ.กรุงเทพฯ 10250,กรุงเทพฯ,,,,13.7377859,100.6360203,,,,,,active,admin,"คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค),เปิดไม่ลงแพ็คได้"
B2210010,B2210010,Pet Us สาขา รัตนาธิเบศร์,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,245 ถ.ติวานนท์ ต.บางกระสอ อ.เมืองนนทบุรี จ.นนทบุรี,245 ถ.ติวานนท์ ต.บางกระสอ อ.เมืองนนทบุรี จ.นนทบุรี,นนทบุรี,,,,13.8642054,100.5198797,,,,,DC บางพลี,active,admin,"คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค),เปิดไม่ลงแพ็คได้"
B2210009,B2210009,Pet Us สาขา ลาดกระบัง,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,362 ถ.หลวงแพ่ง แขวงทับยาว เขตลาดกระบัง จ.กรุงเทพฯ,362 ถ.หลวงแพ่ง แขวงทับยาว เขตลาดกระบัง จ.กรุงเทพฯ,กรุงเทพฯ,,,,13.709342,100.824367,,,,,,active,admin,"คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค),เปิดไม่ลงแพ็คได้"
B2310008,B2310008,Pet Us สาขา สุขุมวิท 50,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,1710 ถ.สุขุมวิท แขวงพระโขนง เขตคลองเตย กรุงเทพฯ 10260,1710 ถ.สุขุมวิท แขวงพระโขนง เขตคลองเตย กรุงเทพฯ 10260,กรุงเทพฯ,,,,13.7050247,100.601071,,,,,,active,admin,"คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค),เปิดไม่ลงแพ็คได้"
B2305032,B2305032,Pet Us สาขา อุบลราชธานี,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,492 ต.ในเมือง อ.เมืองอุบลราชธานี จ.อุบลราชธานี 34000,492 ต.ในเมือง อ.เมืองอุบลราชธานี จ.อุบลราชธานี 34000,อุบลราชธานี,,,,15.2285912,104.8512993,,,,,HUB อุบลราชธานี,active,admin,"คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค),เปิดไม่ลงแพ็คได้"
B2302017,B2302017,Pet Us สาขาโลตัสนครอินทร์,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,444 ม.4 ต.บางสีทอง อ.บางกรวย จ.นนทบุรี 11130,444 ม.4 ต.บางสีทอง อ.บางกรวย จ.นนทบุรี 11130,นนทบุรี,,,,13.8290482,100.4739203,,,,,DC บางพลี,active,admin,"คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค),เปิดไม่ลงแพ็คได้"
B2303003,B2303003,Pet Us สาขาโลตัสสุขาภิบาล 1 (5012),PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,629 ถ.นวมินทร์ แขวงนวลจันทร์ เขตบึ่งกุ่ม จ.กรุงเทพฯ 10230,629 ถ.นวมินทร์ แขวงนวลจันทร์ เขตบึ่งกุ่ม จ.กรุงเทพฯ 10230,กรุงเทพฯ,,,,13.8257145,100.6596051,,,,,,active,admin,"คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค),เปิดไม่ลงแพ็คได้"
B2211039,B2211039,Pet Wise,PET SHOP,,,บุณยาพร นรมาตย์,,,,,108 ถ.ผังเมืองบัญชา ต.ตลาด อ.เมืองมหาสารคาม จ.มหาสารคาม 44000,108 ถ.ผังเมืองบัญชา ต.ตลาด อ.เมืองมหาสารคาม จ.มหาสารคาม 44000,มหาสารคาม,,,,16.1774275,103.3005935,,10.00-17.00,,,HUB ขอนแก่น,active,admin,
B2406028,B2406028,Pet and Play เพ็ท แอน เพลย์,PET SHOP,,,บุณยานุช นรมาตย์,,,,,223 ม.3 ต.ท่าม่วง อ.ท่าม่วง จ.กาญจนบุรี 71110,223 ม.3 ต.ท่าม่วง อ.ท่าม่วง จ.กาญจนบุรี 71110,กาญจนบุรี,,,,13.9736776,99.6344384,,10.00-17.00,,,บางพลี,active,admin,
B2307013,B2307013,Pet monster (เพด มอนสเตอร์),PET SHOP,,,ณัฐชยา ศิริเธียรไชย,,,,,บางแก้ว ต.บางแก้ว อ.บางพลี จ.สมุทรปราการ 10540,บางแก้ว ต.บางแก้ว อ.บางพลี จ.สมุทรปราการ 10540,สมุทรปราการ,,,,13.6536107,100.6745287,,10.00-16.00,,,,active,admin,
B2402011,B2402011,Pet of love,PET SHOP,,,ณัฐชยา ศิริเธียรไชย,,,,,"828,829 ม.3 ซ.วัดด่านสำโรง ต.สำโรงเหนือ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270","828,829 ม.3 ซ.วัดด่านสำโรง ต.สำโรงเหนือ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270",สมุทรปราการ,,,,13.6359891,100.6193467,,10.00-16.00,,,,active,admin,
B2303005,B2303005,Pet room,PET SHOP,,,บุณยานุช นรมาตย์,,,,,358/5 ม.2 ต.สามเรือน อ.บางปะอิน จ.อยุธยา 13160,358/5 ม.2 ต.สามเรือน อ.บางปะอิน จ.อยุธยา 13160,อยุธยา,,,,14.3129036,100.6332054,,10.00-17.00,,,HUB อยุธยา,active,admin,
B2303004,B2303004,Pet story,PET SHOP,,,ณัฐชยา ศิริเธียรไชย,,,,,32/1 ม.7 ถ.บางพลี-กิ่งแก้ว ต.บางพลีใหญ่ อ.บางพลี จ.สมุทรปราการ,32/1 ม.7 ถ.บางพลี-กิ่งแก้ว ต.บางพลีใหญ่ อ.บางพลี จ.สมุทรปราการ,สมุทรปราการ,,,,13.6046692,100.6999218,,10.00-16.00,,,,active,admin,
B2311020,B2311020,Pet us สาขา พระราม 4,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,เลขที่ 3300 ถ.พระราม 4 แขวงคลองตัน เขต คลองเตย กรุงเทพฯ 10110,เลขที่ 3300 ถ.พระราม 4 แขวงคลองตัน เขต คลองเตย กรุงเทพฯ 10110,กรุงเทพฯ,,,,13.7169434,100.5686431,,,,,,active,admin,"คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค),เปิดไม่ลงแพ็คได้"
B2311010,B2311010,Pet us สาขา ศรีนครินทร์,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,เลขที่ 9 ม.6 ถ.ศรีนครินทร์ ต.บางเมืองใหม่ อ.เมือง สมุทรปราการ จ.สมุทรปราการ 10270,เลขที่ 9 ม.6 ถ.ศรีนครินทร์ ต.บางเมืองใหม่ อ.เมือง สมุทรปราการ จ.สมุทรปราการ 10270,สมุทรปราการ,,,,13.6255046,100.6254802,,,,,,active,admin,"คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค),เปิดไม่ลงแพ็คได้"
B2401001,B2401001,PetPaw (คลังสินค้า),PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,คลัง SCGJWD LOGISTICS BNA site 111/6-7 ม.7 ต.บางปลา อ.บางพลี จ.สมุทรปราการ 10540,คลัง SCGJWD LOGISTICS BNA site 111/6-7 ม.7 ต.บางปลา อ.บางพลี จ.สมุทรปราการ 10540,สมุทรปราการ,,,,13.9159625,100.4015703,,09.00-14.00,,,,active,admin,คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค)
B2308027,B2308027,PetPaw สาขา Earth Eakamai,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,อาคาร 7/1 เลขที่ห้อง 103 ซ.สุขุมวิท 63 (Earth Ekamai) แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพฯ 10110,อาคาร 7/1 เลขที่ห้อง 103 ซ.สุขุมวิท 63 (Earth Ekamai) แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพฯ 10110,กรุงเทพฯ,,,,13.7306097,100.5862988,,12.00-16.00,,,,active,admin,คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค)
B2309024,B2309024,PetPaw สาขา Little Walk กรุงเทพกรีฑา,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,17/6 ถ.ศรีนครินทร์-ร่มเกล้า แขวงทับช้าง เขตสะพานสูง กรุงเทพฯ 10250,17/6 ถ.ศรีนครินทร์-ร่มเกล้า แขวงทับช้าง เขตสะพานสูง กรุงเทพฯ 10250,กรุงเทพฯ,,,,13.7519816,100.6859295,,12.00-16.00,,,,active,admin,คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค)
B2311011,B2311011,PetPaw สาขา PTT WEST VILLAGE บางใหญ่,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,88/2 ม.1 ต.บางแม่นาง อ.บางใหญ่ จ.นนทบุรี 11140,88/2 ม.1 ต.บางแม่นาง อ.บางใหญ่ จ.นนทบุรี 11140,นนทบุรี,,,,13.8688545,100.4072901,,12.00-16.00,,,DC บางพลี,active,admin,คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค)
B2310015,B2310015,PetPaw สาขา W Mall เชียงใหม่,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,ห้องเลขที่ 15-16 อาคารดับเบิลยูมอลล์ เลขที่ 10/7 ม.4 ต.หนองหอย อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000,ห้องเลขที่ 15-16 อาคารดับเบิลยูมอลล์ เลขที่ 10/7 ม.4 ต.หนองหอย อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000,เชียงใหม่,,,,18.7623615,99.0087372,,12.00-16.00,,,HUB เชียงใหม่,active,admin,คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค)
B2312003,B2312003,PetPaw สาขา ตลาดมารวย,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,อาคารพาณิชย์ 1 ชั้น 9/4 ม.1 ต.บึงคำพร้อย อ.ลำลูกกา จ.ปทุมธานี 12150,อาคารพาณิชย์ 1 ชั้น 9/4 ม.1 ต.บึงคำพร้อย อ.ลำลูกกา จ.ปทุมธานี 12150,ปทุมธานี,,,,13.9287311,100.7221757,,12.00-16.00,,,DC บางพลี,active,admin,คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค)
B2304010,B2304010,PetPaw สาขา ตลาดหัวถนน,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,หน้า ซ.ขจรวิทย์ ต.บางพลีใหญ่ อ.บางพลี จ.สมุทรปราการ,หน้า ซ.ขจรวิทย์ ต.บางพลีใหญ่ อ.บางพลี จ.สมุทรปราการ,สมุทรปราการ,,,,13.5965259,100.6697257,,12.00-16.00,,,,active,admin,คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค)
B2303035,B2303035,PetPaw สาขา พระราม 4,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,3767/2 PTT Station กล้วยน้ำไท (พระราม 4) ถ.พระรามที่ 4 แขวงพระโขนง เขตคลองเตย กรุงเทพฯ 10110,3767/2 PTT Station กล้วยน้ำไท (พระราม 4) ถ.พระรามที่ 4 แขวงพระโขนง เขตคลองเตย กรุงเทพฯ 10110,กรุงเทพฯ,,,,13.7124806,100.5893143,,12.00-16.00,,,,active,admin,คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค)
B2307008,B2307008,PetPaw สาขา พิษณุโลก,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,68/2 ถ.พระองค์ดำ ต.ในเมือง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,68/2 ถ.พระองค์ดำ ต.ในเมือง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,พิษณุโลก,,,,16.8183305,100.2715688,,12.00-16.00,,,"HUB พิษณุโลก	",active,admin,คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค)
B2312002,B2312002,PetPaw สาขา หาดใหญ่,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,อาคารเลขที่ 41/221 ถ.นิพัทธ์สงเคราะห์ 1 ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 9011,อาคารเลขที่ 41/221 ถ.นิพัทธ์สงเคราะห์ 1 ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 9011,สงขลา,,,,7.0190084,100.4706686,,12.00-16.00,,,HUB หาดใหญ่,active,admin,คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค)
B2307007,B2307007,PetPaw สาขา อุตรดิตถ์,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,218 ถ.เจษฎาบดินทร์เหนือ ต.ทำอิฐ อ.เมือง จ.อุตรดิตถ์ 53000,218 ถ.เจษฎาบดินทร์เหนือ ต.ทำอิฐ อ.เมือง จ.อุตรดิตถ์ 53000,อุตรดิตถ์,,,,17.6331953,100.0893655,,12.00-16.00,,,"HUB พิษณุโลก	",active,admin,คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค)
B2304011,B2304011,PetPaw สาขา เลียบด่วน รามอินทรา,PET SHOP,,,พชร ทองเลี่ยมรัตน์,,,,,340 ถ.ประดิษฐ์มนูธรรม แขวงท่าแร้ง เขตบางเขน กรุงเทพฯ,340 ถ.ประดิษฐ์มนูธรรม แขวงท่าแร้ง เขตบางเขน กรุงเทพฯ,กรุงเทพฯ,,,,13.8450112,100.6363471,,12.00-16.00,,,,active,admin,คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค)
B2508015,B2508015,PetWorld,PET SHOP,,,ปราวีณา บางยิ้ม,,,,,398 ม.10 ต.บ้านโพธิ์ อ.เมืองนครราชสีมา จ.นครราชสีมา 30310,398 ม.10 ต.บ้านโพธิ์ อ.เมืองนครราชสีมา จ.นครราชสีมา 30310,นครราชสีมา,,,,,,,,,,,active,admin,
B2205034,B2205034,Petory,PET SHOP,,,ศรัณยา ธรรมเที่ยง,,,,,979 ถ.บางแวก แขวงบางไผ่ เขตบางแค จ.กรุงเทพฯ,979 ถ.บางแวก แขวงบางไผ่ เขตบางแค จ.กรุงเทพฯ,กรุงเทพฯ,,,,13.7470344,100.3583809,,09.00-17.00,,,,active,admin,คละสูตรได้ (ครึ่งแพ็ค+ครึ่งแพ็ค)
B2211063,B2211063,Petpretty,PET SHOP,,,ณิชากร อ่อนเทศ,,,,,211/1 ถ.เทพรักษ์ แขวงท่าแร้ง เขตบางเขน จ.กรุงเทพฯ 10230,211/1 ถ.เทพรักษ์ แขวงท่าแร้ง เขตบางเขน จ.กรุงเทพฯ 10230,กรุงเทพฯ,,,,13.880786,100.6273033,,10.00-17.00,,,,active,admin,
B2211065,B2211065,Pets Life,PET SHOP,,,จุฑาภรณ์ กรรธิภากร,,,,,1319/1 ถ.บรมไตรโลกนา ต.ในเมือง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,1319/1 ถ.บรมไตรโลกนา ต.ในเมือง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,พิษณุโลก,,,,16.8162955,100.2873186,,09.00-18.00,,,"HUB พิษณุโลก	",active,admin,
